-0.5	-0.707107	-0.5	
-0.499991	-0.707095	-0.499991	
-0.499966	-0.707058	-0.499966	
-0.499923	-0.706998	-0.499923	
-0.499863	-0.706913	-0.499863	
-0.499786	-0.706804	-0.499786	
-0.499691	-0.70667	-0.499691	
-0.49958	-0.706512	-0.49958	
-0.499451	-0.70633	-0.499451	
-0.499305	-0.706124	-0.499305	
-0.499142	-0.705894	-0.499142	
-0.498962	-0.705639	-0.498962	
-0.498765	-0.70536	-0.498765	
-0.498551	-0.705057	-0.498551	
-0.49832	-0.70473	-0.49832	
-0.498071	-0.704379	-0.498071	
-0.497805	-0.704003	-0.497805	
-0.497523	-0.703604	-0.497523	
-0.497223	-0.70318	-0.497223	
-0.496906	-0.702732	-0.496906	
-0.496572	-0.70226	-0.496572	
-0.496222	-0.701763	-0.496222	
-0.495854	-0.701243	-0.495854	
-0.495469	-0.700699	-0.495469	
-0.495067	-0.70013	-0.495067	
-0.494648	-0.699538	-0.494648	
-0.494212	-0.698921	-0.494212	
-0.493759	-0.698281	-0.493759	
-0.493289	-0.697617	-0.493289	
-0.492803	-0.696928	-0.492803	
-0.492299	-0.696216	-0.492299	
-0.491779	-0.69548	-0.491779	
-0.491241	-0.69472	-0.491241	
-0.490687	-0.693936	-0.490687	
-0.490116	-0.693128	-0.490116	
-0.489528	-0.692297	-0.489528	
-0.488923	-0.691442	-0.488923	
-0.488302	-0.690563	-0.488302	
-0.487664	-0.68966	-0.487664	
-0.487009	-0.688734	-0.487009	
-0.486337	-0.687784	-0.486337	
-0.485648	-0.686811	-0.485648	
-0.484943	-0.685814	-0.484943	
-0.484222	-0.684793	-0.484222	
-0.483483	-0.683749	-0.483483	
-0.482729	-0.682681	-0.482729	
-0.481957	-0.68159	-0.481957	
-0.481169	-0.680476	-0.481169	
-0.480365	-0.679338	-0.480365	
-0.479544	-0.678177	-0.479544	
-0.478706	-0.676993	-0.478706	
-0.477852	-0.675785	-0.477852	
-0.476982	-0.674555	-0.476982	
-0.476096	-0.673301	-0.476096	
-0.475193	-0.672024	-0.475193	
-0.474273	-0.670724	-0.474273	
-0.473338	-0.669401	-0.473338	
-0.472386	-0.668055	-0.472386	
-0.471418	-0.666686	-0.471418	
-0.470434	-0.665294	-0.470434	
-0.469433	-0.663879	-0.469433	
-0.468417	-0.662442	-0.468417	
-0.467385	-0.660982	-0.467385	
-0.466336	-0.659499	-0.466336	
-0.465272	-0.657993	-0.465272	
-0.464191	-0.656465	-0.464191	
-0.463095	-0.654915	-0.463095	
-0.461982	-0.653342	-0.461982	
-0.460854	-0.651746	-0.460854	
-0.45971	-0.650128	-0.45971	
-0.45855	-0.648488	-0.45855	
-0.457375	-0.646826	-0.457375	
-0.456184	-0.645141	-0.456184	
-0.454977	-0.643434	-0.454977	
-0.453754	-0.641706	-0.453754	
-0.452516	-0.639955	-0.452516	
-0.451263	-0.638182	-0.451263	
-0.449994	-0.636387	-0.449994	
-0.448709	-0.634571	-0.448709	
-0.447409	-0.632732	-0.447409	
-0.446094	-0.630872	-0.446094	
-0.444764	-0.628991	-0.444764	
-0.443418	-0.627087	-0.443418	
-0.442057	-0.625163	-0.442057	
-0.440681	-0.623216	-0.440681	
-0.439289	-0.621249	-0.439289	
