-0.5	0.707107	-0.5	
-0.499709	0.706695	-0.499709	
-0.498835	0.705459	-0.498835	
-0.49738	0.703401	-0.49738	
-0.495345	0.700523	-0.495345	
-0.492732	0.696828	-0.492732	
-0.489545	0.692322	-0.489545	
-0.485788	0.687008	-0.485788	
-0.481465	0.680894	-0.481465	
-0.47658	0.673986	-0.47658	
-0.47114	0.666292	-0.47114	
-0.465151	0.657822	-0.465151	
-0.458619	0.648585	-0.458619	
-0.451553	0.638592	-0.451553	
-0.443961	0.627855	-0.443961	
-0.435851	0.616386	-0.435851	
-0.427233	0.604199	-0.427233	
-0.418117	0.591307	-0.418117	
-0.408514	0.577726	-0.408514	
-0.398435	0.563472	-0.398435	
-0.387891	0.548561	-0.387891	
-0.376895	0.53301	-0.376895	
-0.36546	0.516839	-0.36546	
-0.353599	0.500065	-0.353599	
-0.341326	0.482708	-0.341326	
-0.328655	0.464788	-0.328655	
-0.315601	0.446327	-0.315601	
-0.302179	0.427345	-0.302179	
-0.288404	0.407865	-0.288404	
-0.274294	0.38791	-0.274294	
-0.259864	0.367503	-0.259864	
-0.245131	0.346667	-0.245131	
-0.230112	0.325428	-0.230112	
-0.214825	0.303809	-0.214825	
-0.199288	0.281836	-0.199288	
-0.183518	0.259534	-0.183518	
-0.167535	0.23693	-0.167535	
-0.151356	0.21405	-0.151356	
-0.135001	0.19092	-0.135001	
-0.118489	0.167568	-0.118489	
-0.101838	0.14402	-0.101838	
-0.0850685	0.120305	-0.0850685	
-0.0682	0.0964494	-0.0682	
-0.0512521	0.0724814	-0.0512521	
-0.0342444	0.0484288	-0.0342444	
-0.0171967	0.0243198	-0.0171967	
-0.000129044	0.000182496	-0.000129044	
0.0169388	-0.0239551	0.0169388	
0.0339869	-0.0480647	0.0339869	
0.0509953	-0.0721183	0.0509953	
0.0679444	-0.0960878	0.0679444	
0.0848142	-0.119945	0.0848142	
0.101585	-0.143663	0.101585	
0.118238	-0.167213	0.118238	
0.134753	-0.190569	0.134753	
0.15111	-0.213702	0.15111	
0.167292	-0.236586	0.167292	
0.183278	-0.259195	0.183278	
0.199051	-0.281501	0.199051	
0.214592	-0.303479	0.214592	
0.229883	-0.325104	0.229883	
0.244906	-0.346349	0.244906	
0.259643	-0.367191	0.259643	
0.274078	-0.387605	0.274078	
0.288193	-0.407567	0.288193	
0.301973	-0.427054	0.301973	
0.3154	-0.446043	0.3154	
0.32846	-0.464513	0.32846	
0.341137	-0.482441	0.341137	
0.353416	-0.499806	0.353416	
0.365284	-0.516589	0.365284	
0.376726	-0.53277	0.376726	
0.387728	-0.54833	0.387728	
0.398279	-0.563251	0.398279	
0.408365	-0.577516	0.408365	
0.417976	-0.591107	0.417976	
0.427099	-0.604009	0.427099	
0.435724	-0.616207	0.435724	
0.443842	-0.627687	0.443842	
0.451442	-0.638436	0.451442	
0.458516	-0.64844	0.458516	
0.465056	-0.657688	0.465056	
0.471053	-0.66617	0.471053	
0.476502	-0.673875	0.476502	
0.481395	-0.680795	0.481395	
